"timestamp","SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.WAP","SPY.hasGaps","SPY.Count"
"2004-02-05 18:00:00",112.96,113.07,112.84,113.07,13265,112.942,0,1861
"2004-02-05 19:00:00",113.06,113.54,112.99,113.32,70225,113.325,0,3861
"2004-02-05 20:00:00",113.34,113.49,112.98,113.02,40538,113.286,0,2765
"2004-02-05 21:00:00",113.03,113.47,113,113.26,59396,113.216,0,3446
"2004-02-05 22:00:00",113.3,113.35,113.14,113.18,16951,113.278,0,446
"2004-02-06 15:30:00",113.42,113.62,113.2,113.38,51142,113.423,0,2910
"2004-02-06 16:00:00",113.37,114.47,113.34,114.35,92398,114.017,0,6679
"2004-02-06 17:00:00",114.36,114.38,114.08,114.18,24779,114.264,0,2898
"2004-02-06 18:00:00",114.16,114.36,114.09,114.22,20413,114.245,0,2529
"2004-02-06 19:00:00",114.21,114.4,114.14,114.33,17599,114.264,0,2381
"2004-02-06 20:00:00",114.32,114.57,114.19,114.47,18751,114.368,0,2708
"2004-02-06 21:00:00",114.45,114.69,113.25,114.66,52654,114.307,0,4135
"2004-02-06 22:00:00",114.66,114.7,114.42,114.43,19503,114.593,0,601
"2004-02-09 15:30:00",114.67,114.69,114.43,114.58,31435,114.569,0,1977
"2004-02-09 16:00:00",114.57,114.71,114.42,114.55,22182,114.589,0,3398
"2004-02-09 17:00:00",114.56,114.69,114.45,114.65,23679,114.579,0,2362
"2004-02-09 18:00:00",114.65,114.76,114.5,114.6,26130,114.614,0,2339
"2004-02-09 19:00:00",114.6,114.87,114.59,114.75,19751,114.75,0,2038
"2004-02-09 20:00:00",114.75,114.78,114.35,114.4,24045,114.584,0,2577
"2004-02-09 21:00:00",114.4,114.49,114.29,114.34,71932,114.373,0,4297
"2004-02-09 22:00:00",114.34,114.52,114.32,114.45,16682,114.381,0,394
"2004-02-10 16:00:00",114.52,114.84,114.41,114.79,32485,114.618,0,3016
"2004-02-10 17:00:00",114.82,114.83,114.62,114.68,19864,114.752,0,1807
"2004-02-10 18:00:00",114.68,115.14,114.64,115.09,23379,114.86,0,2327
"2004-02-10 19:00:00",115.08,115.09,114.92,115,17565,115.001,0,1972
"2004-02-10 20:00:00",114.97,115.08,114.52,114.61,51272,114.73,0,3321
"2004-02-10 21:00:00",114.63,114.97,114.57,114.9,38869,114.804,0,3376
"2004-02-10 22:00:00",114.9,114.97,114.77,114.82,14032,114.924,0,497
"2004-02-11 15:30:00",114.85,114.9,114.17,114.87,22446,114.813,0,1465
"2004-02-11 16:00:00",114.88,114.91,114.66,114.81,26841,114.754,0,1906
"2004-02-11 17:00:00",114.81,115.8,105.01,115.73,129181,115.36,0,5621
"2004-02-11 18:00:00",115.73,115.86,115.54,115.71,25366,115.686,0,2186
"2004-02-11 19:00:00",115.68,116.18,114.61,116.13,59338,115.885,0,2562
"2004-02-11 20:00:00",116.12,116.39,116.05,116.17,52429,116.208,0,2947
"2004-02-11 21:00:00",116.17,116.35,115.22,116.19,61172,116.178,0,4080
"2004-02-11 22:00:00",116.2,116.22,116.07,116.08,14449,116.161,0,556
"2004-02-12 15:30:00",115.97,116.09,114.94,116.07,22006,115.959,0,1330
"2004-02-12 16:00:00",116.07,116.27,115.97,116,39124,116.119,0,3687
"2004-02-12 17:00:00",116.01,116.21,115.82,115.92,22811,115.981,0,3013
"2004-02-12 18:00:00",115.93,116.01,115.65,115.75,35157,115.766,0,2329
"2004-02-12 19:00:00",115.75,115.99,114.64,115.87,38081,115.66,0,2313
"2004-02-12 20:00:00",115.86,115.93,115.64,115.75,27966,115.803,0,2227
"2004-02-12 21:00:00",115.75,116.74,115.58,115.67,47371,115.715,0,3487
"2004-02-12 22:00:00",115.67,115.81,115.62,115.65,17197,115.705,0,454
"2004-02-13 15:30:00",115.82,116.14,115.62,116.08,97747,115.873,0,3043
"2004-02-13 16:00:00",116.15,116.2,115.03,115.12,98606,115.651,0,5995
"2004-02-13 17:00:00",115.11,115.39,115.07,115.1,45679,115.242,0,2949
"2004-02-13 18:00:00",115.11,115.24,114.75,115,59800,114.978,0,4027
"2004-02-13 19:00:00",115,115.12,114.94,115.02,22080,115.021,0,1668
"2004-02-13 20:00:00",115.04,115.25,114.95,114.97,29593,115.116,0,2159
"2004-02-13 21:00:00",114.97,115.16,114.89,115.12,36789,115.051,0,2399
"2004-02-13 22:00:00",115.12,115.14,115.01,115.12,10145,115.091,0,440
"2004-02-17 15:30:00",115.85,116.04,115.77,115.88,31933,115.879,0,2112
"2004-02-17 16:00:00",115.89,116.07,115.78,115.99,31892,115.912,0,2959
"2004-02-17 17:00:00",115.99,116.16,115.95,116.02,23087,116.054,0,2322
"2004-02-17 18:00:00",116.01,116.31,116,116.19,26388,116.205,0,2054
"2004-02-17 19:00:00",116.18,116.27,116.04,116.15,28304,116.166,0,1829
"2004-02-17 20:00:00",116.19,116.43,116.12,116.38,26787,116.285,0,1820
"2004-02-17 21:00:00",116.38,116.41,116.07,116.14,47912,116.203,0,2591
"2004-02-17 22:00:00",116.16,116.2,116.1,116.2,10268,116.138,0,301
"2004-02-18 15:30:00",116.2,116.25,115.9,116.03,35551,116.091,0,1950
"2004-02-18 16:00:00",116.04,116.6,115.85,115.95,39109,116.026,0,3010
"2004-02-18 17:00:00",115.95,116.11,115.93,115.98,24859,116.002,0,1706
"2004-02-18 18:00:00",115.98,116.25,115.89,116.11,18187,116.137,0,1521
"2004-02-18 19:00:00",116.11,116.2,115.94,116.08,9322,116.079,0,1284
"2004-02-18 20:00:00",116.07,116.09,115.35,115.62,74463,115.601,0,4309
"2004-02-18 21:00:00",115.62,115.8,115.56,115.66,32964,115.7,0,2943
"2004-02-18 22:00:00",115.65,115.76,115.61,115.66,7754,115.681,0,325
"2004-02-19 15:30:00",116.33,116.39,116.18,116.29,45210,116.292,0,1931
"2004-02-19 16:00:00",116.27,116.28,115,116.02,55779,116.075,0,2681
"2004-02-19 17:00:00",116.05,116.24,115.83,116.16,65739,116.011,0,2478
"2004-02-19 18:00:00",116.15,116.37,115.97,116.19,27080,116.199,0,1937
"2004-02-19 19:00:00",116.2,116.28,115.91,116.23,39787,116.075,0,2019
"2004-02-19 20:00:00",116.23,116.28,115.92,115.98,36731,116.09,0,2076
"2004-02-19 21:00:00",116,116.02,115.13,115.22,138315,115.55,0,5240
"2004-02-19 22:00:00",115.22,115.3,115.06,115.23,20035,115.191,0,513
"2004-02-20 15:30:00",115.48,115.5,114.99,115.05,55670,115.252,0,2701
"2004-02-20 16:00:00",115.03,115.28,114.5,114.65,70900,114.919,0,4244
"2004-02-20 17:00:00",114.64,114.98,114.56,114.85,36537,114.766,0,2677
"2004-02-20 18:00:00",114.79,114.88,114.32,114.4,37480,114.616,0,2179
"2004-02-20 19:00:00",114.35,114.93,114.35,114.87,55519,114.641,0,2666
"2004-02-20 20:00:00",114.89,115.48,114.81,115.1,80661,115.179,0,3791
"2004-02-20 21:00:00",115.09,115.16,114.8,115,40000,114.997,0,3020
"2004-02-20 22:00:00",115,115.04,114.9,114.9,16840,114.968,0,367
"2004-02-23 15:30:00",115.22,115.26,114.82,114.98,50454,115.013,0,2407
"2004-02-23 16:00:00",114.99,115.1,114.57,114.9,64759,114.817,0,5837
"2004-02-23 17:00:00",114.9,114.92,114.35,114.43,43720,114.607,0,3884
